,,,,,Playing Time,,,Performance,,,,,,,Per 90 Minutes,,,,,
Japan,Ken Matsubara,DF,28,1,1,90,1,0,2,0,0,0,0,0,0,2,2,0,2,Matches
Japan,Ado Onaiwu,FW,26,2,1,86,1,3,0,2,1,1,0,0,3.14,0,3.14,2.09,2.09,Matches
Japan,Sho Sasaki,DF,32,3,1,86,1,1,0,1,0,0,0,0,1.05,0,1.05,1.05,1.05,Matches
Japan,Reo Hatate,MF,24,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Japan,Daizen Maeda,"FW,MF",24,2,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Japan,Koki Anzai,DF,26,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Japan,Sho Inagaki,MF,30,1,0,28,0.3,2,0,2,0,0,0,0,6.43,0,6.43,6.43,6.43,Matches
Japan,Shinnosuke Hatanaka,DF,26,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Japan,Musashi Suzuki,"FW,MF",27,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Japan,Hotaru Yamaguchi,MF,31,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Japan,Squad Total,,29.1,18,198,"1,620",18,56,39,52,4,4,12,0,3.11,2.17,5.28,2.89,5.06,
Japan,Opponent Total,,27.4,18,198,"1,620",18,6,3,5,1,1,22,0,0.33,0.17,0.5,0.28,0.44,
Republic of Korea,Kim Min-jae,DF,25,15,14,"1,254",13.9,1,2,1,0,0,2,0,0.07,0.14,0.22,0.07,0.22,Matches
Republic of Korea,Kim Seung-gyu,GK,31,13,13,"1,170",13,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Lee Jae-sung,MF,29,14,13,"1,053",11.7,1,2,1,0,0,0,0,0.09,0.17,0.26,0.09,0.26,Matches
Republic of Korea,Kim Young-gwon,DF,31,12,12,"1,080",12,2,0,2,0,0,2,0,0.17,0,0.17,0.17,0.17,Matches
Republic of Korea,Son Heung-min,"FW,MF",29,12,12,"1,047",11.6,7,1,4,3,3,1,0,0.6,0.09,0.69,0.34,0.43,Matches
Republic of Korea,Jung Woo-young,"MF,DF",32,11,11,990,11,1,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches
Republic of Korea,Hwang Ui-jo,FW,29,12,11,968,10.8,2,1,2,0,0,0,0,0.19,0.09,0.28,0.19,0.28,Matches
Republic of Korea,Hwang In-beom,MF,25,10,10,845,9.4,1,0,1,0,0,1,0,0.11,0,0.11,0.11,0.11,Matches
Republic of Korea,Hwang Hee-chan,"MF,FW",26,13,9,907,10.1,3,4,2,1,1,1,0,0.3,0.4,0.69,0.2,0.6,Matches
Republic of Korea,Lee Yong,DF,35,11,8,797,8.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Republic of Korea,Kim Jin-su,DF,29,9,8,726,8.1,1,1,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,Matches
Republic of Korea,Hong Chul,"DF,MF",31,9,7,604,6.7,0,2,0,0,0,1,0,0,0.3,0.3,0,0.3,Matches
Republic of Korea,Kwon Chang-hoon,"FW,MF",27,11,5,606,6.7,4,1,4,0,0,1,0,0.59,0.15,0.74,0.59,0.74,Matches
Republic of Korea,Cho Guesung,FW,24,7,5,397,4.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Republic of Korea,Nam Tae-hee,MF,30,7,4,392,4.4,1,2,1,0,0,0,0,0.23,0.46,0.69,0.23,0.69,Matches
Republic of Korea,Kim Tae-hwan,DF,32,4,4,346,3.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Song Minkyu,"MF,FW",22,7,4,340,3.8,0,1,0,0,0,0,0,0,0.26,0.26,0,0.26,Matches
Republic of Korea,Kim Moonhwan,DF,26,4,4,283,3.1,0,1,0,0,0,0,0,0,0.32,0.32,0,0.32,Matches
Republic of Korea,Kwon Kyung-won,DF,30,4,3,274,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Cho Hyun-woo,GK,30,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Kim Shin-wook,FW,33,4,2,199,2.2,6,0,5,1,1,0,0,2.71,0,2.71,2.26,2.26,Matches
Republic of Korea,Paik Seung-ho,MF,24,3,2,183,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Lee Donggyeong,MF,24,4,2,172,1.9,1,1,1,0,0,0,0,0.52,0.52,1.05,0.52,1.05,Matches
Republic of Korea,Park Ji-soo,DF,27,6,2,162,1.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Son Jun-ho,MF,29,4,2,152,1.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Republic of Korea,Na Sang-ho,"FW,MF",25,3,2,133,1.5,1,0,1,0,0,0,0,0.68,0,0.68,0.68,0.68,Matches
Republic of Korea,Won Du-jae,DF,24,2,1,114,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Lee Kangin,MF,20,2,1,101,1.1,0,1,0,0,0,0,0,0,0.89,0.89,0,0.89,Matches
Republic of Korea,Lee Ki-je,DF,30,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Jeong Woo-yeong,MF,22,2,1,70,0.8,1,0,1,0,0,0,0,1.29,0,1.29,1.29,1.29,Matches
Republic of Korea,Lee Dongjun,MF,24,2,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Kang Sang-woo,"DF,MF",28,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Jeong Sangbin,FW,19,1,0,19,0.2,1,0,1,0,0,0,0,4.74,0,4.74,4.74,4.74,Matches
Republic of Korea,Cho Youngwook,"FW,MF",22,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Kim Young-bin,DF,30,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Um Wonsang,"FW,MF",23,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Ju Se-jong,MF,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Kim Gun-hee,FW,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Kim Jin-kyu,MF,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Republic of Korea,Squad Total,,29,16,176,"1,530",17,34,21,29,5,5,16,0,2,1.24,3.24,1.71,2.94,
Republic of Korea,Opponent Total,,28.6,16,176,"1,530",17,4,2,4,0,0,25,1,0.24,0.12,0.35,0.24,0.35,
Mexico,Guillermo Ochoa,GK,36,14,14,"1,260",14,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mexico,César Montes,DF,24,10,10,888,9.9,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Mexico,Jesús Gallardo,"DF,MF",27,11,10,879,9.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Mexico,Edson Álvarez,MF,24,10,10,816,9.1,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Mexico,Héctor Herrera,MF,31,11,9,839,9.3,1,0,1,0,0,2,0,0.11,0,0.11,0.11,0.11,Matches
Mexico,Néstor Araujo,DF,30,9,9,786,8.7,0,0,0,0,0,2,1,0,0,0,0,0,Matches
Mexico,Hirving Lozano,FW,26,10,9,736,8.2,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,Matches
Mexico,Charly Rodríguez,MF,25,12,9,681,7.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mexico,Jesús Corona,FW,29,13,8,756,8.4,1,2,1,0,0,1,0,0.12,0.24,0.36,0.12,0.36,Matches
Mexico,Raúl Jiménez,FW,30,9,8,686,7.6,3,0,0,3,3,1,0,0.39,0,0.39,0,0,Matches
Mexico,Jorge Eduardo Sánchez,"DF,MF",24,8,8,635,7.1,1,0,1,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches
Mexico,Alexis Vega,"FW,MF",24,9,6,438,4.9,2,0,2,0,0,2,0,0.41,0,0.41,0.41,0.41,Matches
Mexico,Rogelio Funes Mori,FW,30,8,6,431,4.8,1,0,1,0,0,0,0,0.21,0,0.21,0.21,0.21,Matches
Mexico,Julio Domínguez,DF,34,5,5,383,4.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mexico,Luis Romo,MF,26,10,4,453,5,0,1,0,0,0,1,0,0,0.2,0.2,0,0.2,Matches
Mexico,Héctor Moreno,DF,34,4,4,360,4,1,0,1,0,0,2,0,0.25,0,0.25,0.25,0.25,Matches
Mexico,Johan Vásquez,DF,23,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mexico,Andrés Guardado,MF,35,7,4,352,3.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mexico,Luis Alfonso Rodríguez,DF,31,5,3,376,4.2,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Mexico,Gerardo Arteaga,DF,23,5,3,318,3.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Mexico,Orbelín Pineda,"MF,FW",25,7,3,315,3.5,1,1,0,1,1,0,0,0.29,0.29,0.57,0,0.29,Matches
Mexico,Uriel Antuna,FW,24,7,2,223,2.5,1,0,1,0,0,0,0,0.4,0,0.4,0.4,0.4,Matches
Mexico,Francisco Sebastián Córdova,MF,24,4,2,216,2.4,1,0,1,0,0,0,0,0.42,0,0.42,0.42,0.42,Matches
Mexico,Roberto Alvarado,MF,23,4,1,155,1.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mexico,Erick Gutiérrez,MF,26,3,1,112,1.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Mexico,Osvaldo Rodríguez del Portal,DF,25,1,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mexico,Jonathan dos Santos,MF,31,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mexico,Henry Martín,FW,29,7,0,161,1.8,2,0,2,0,0,0,0,1.12,0,1.12,1.12,1.12,Matches
Mexico,Diego Lainez,"FW,MF",21,3,0,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mexico,Julian Araujo,DF,20,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mexico,Rodolfo Pizarro,"DF,FW",27,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mexico,Carlos Acevedo,GK,25,0,0,,,,,,,,,,,,,,,Matches
Mexico,Squad Total,,28.5,14,154,"1,260",14,16,5,12,4,4,23,1,1.14,0.36,1.5,0.86,1.21,
Mexico,Opponent Total,,27.4,14,154,"1,260",14,8,3,8,0,0,31,4,0.57,0.21,0.79,0.57,0.79,
Morocco,Nayef Aguerd,DF,25,8,8,720,8,1,0,1,0,0,1,0,0.12,0,0.12,0.12,0.12,Matches
Morocco,Yassine Bounou,GK,30,8,8,672,7.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Morocco,Sofyan Amrabat,MF,25,8,7,651,7.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Morocco,Romain Saïss,DF,31,7,7,630,7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Morocco,Achraf Hakimi,"DF,MF",23,7,7,621,6.9,2,0,2,0,0,0,0,0.29,0,0.29,0.29,0.29,Matches
Morocco,Ryan Mmaee,"FW,MF",24,8,7,524,5.8,4,2,3,1,2,0,0,0.69,0.34,1.03,0.52,0.86,Matches
Morocco,Adam Masina,"DF,MF",28,7,6,542,6,0,1,0,0,0,1,0,0,0.17,0.17,0,0.17,Matches
Morocco,Imran Louza,MF,22,6,6,460,5.1,2,1,1,1,1,0,0,0.39,0.2,0.59,0.2,0.39,Matches
Morocco,Aymen Barkok,MF,23,6,6,432,4.8,1,0,1,0,0,1,0,0.21,0,0.21,0.21,0.21,Matches
Morocco,Ayoub El Kaabi,FW,28,7,5,443,4.9,5,3,5,0,0,0,0,1.02,0.61,1.63,1.02,1.63,Matches
Morocco,Ilias Chair,MF,24,5,4,287,3.2,1,0,1,0,0,1,0,0.31,0,0.31,0.31,0.31,Matches
Morocco,Selim Amallah,MF,25,6,2,291,3.2,2,0,2,0,0,1,0,0.62,0,0.62,0.62,0.62,Matches
Morocco,Souffian El Karouani,DF,21,3,2,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Morocco,Youssef En-Nesyri,FW,24,2,2,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Morocco,Jawad El Yamiq,DF,29,2,2,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Morocco,Sofiane Boufal,FW,28,8,1,190,2.1,1,1,1,0,0,1,0,0.47,0.47,0.95,0.47,0.95,Matches
Morocco,Samy Mmaee,DF,25,2,1,173,1.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Morocco,Munir El Haddadi,FW,26,4,1,149,1.7,1,0,1,0,0,1,0,0.6,0,0.6,0.6,0.6,Matches
Morocco,Sofiane Alakouch,DF,23,3,1,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Morocco,Tarik Tissoudali,FW,28,2,1,100,1.1,2,1,2,0,0,0,0,1.8,0.9,2.7,1.8,2.7,Matches
Morocco,Sofian Chakla,DF,28,1,1,90,1,0,1,0,0,0,1,0,0,1,1,0,1,Matches
Morocco,Azzedine Ounahi,MF,21,1,1,90,1,2,0,2,0,0,0,0,2,0,2,2,2,Matches
Morocco,Zakaria Aboukhlal,MF,21,3,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Morocco,Adel Taarabt,MF,32,1,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Morocco,Fayçal Fajr,MF,33,5,0,80,0.9,0,1,0,0,0,0,0,0,1.13,1.13,0,1.13,Matches
Morocco,Munir,GK,32,1,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Morocco,Achraf Bencharki,FW,27,4,0,31,0.3,0,1,0,0,0,0,0,0,2.9,2.9,0,2.9,Matches
Morocco,Yahya Attiat Allah,DF,26,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Morocco,Mohamed Chibi,DF,29,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Morocco,Ahmed Reda Tagnaouti,GK,25,0,0,,,,,,,,,,,,,,,Matches
Morocco,Squad Total,,26.5,8,88,720,8,24,12,22,2,3,12,0,3,1.5,4.5,2.75,4.25,
Morocco,Opponent Total,,27.5,8,88,720,8,3,2,3,0,0,21,1,0.37,0.25,0.62,0.37,0.62,
Netherlands,Memphis Depay,"FW,MF",27,10,10,899,10,12,6,8,4,6,0,0,1.2,0.6,1.8,0.8,1.4,Matches
Netherlands,Frenkie de Jong,MF,24,10,10,803,8.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Davy Klaassen,MF,28,10,9,767,8.5,4,4,4,0,0,1,0,0.47,0.47,0.94,0.47,0.94,Matches
Netherlands,Daley Blind,DF,31,9,9,764,8.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Netherlands,Georginio Wijnaldum,"MF,DF",31,9,9,725,8.1,2,2,2,0,0,2,0,0.25,0.25,0.5,0.25,0.5,Matches
Netherlands,Denzel Dumfries,DF,25,10,8,678,7.5,1,1,1,0,0,2,0,0.13,0.13,0.27,0.13,0.27,Matches
Netherlands,Steven Berghuis,FW,30,8,8,598,6.6,2,3,2,0,0,0,0,0.3,0.45,0.75,0.3,0.75,Matches
Netherlands,Justin Bijlow,GK,24,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Virgil van Dijk,DF,30,6,6,540,6,1,0,1,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
Netherlands,Stefan de Vrij,DF,29,6,6,539,6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Matthijs de Ligt,DF,22,6,5,451,5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Netherlands,Tim Krul,"GK,FW",33,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Owen Wijndal,DF,22,3,3,261,2.9,0,2,0,0,0,0,0,0,0.69,0.69,0,0.69,Matches
Netherlands,Cody Gakpo,FW,22,3,3,241,2.7,1,1,1,0,0,0,0,0.37,0.37,0.75,0.37,0.75,Matches
Netherlands,Donyell Malen,FW,23,6,2,238,2.6,3,0,3,0,0,1,0,1.13,0,1.13,1.13,1.13,Matches
Netherlands,Steven Bergwijn,FW,24,5,2,210,2.3,1,0,1,0,0,1,0,0.43,0,0.43,0.43,0.43,Matches
Netherlands,Arnaut Groeneveld,FW,25,3,2,196,2.2,1,0,1,0,0,0,0,0.46,0,0.46,0.46,0.46,Matches
Netherlands,Luuk de Jong,FW,31,3,2,187,2.1,3,0,3,0,0,1,0,1.44,0,1.44,1.44,1.44,Matches
Netherlands,Noa Lang,FW,22,3,1,119,1.3,0,1,0,0,0,0,0,0,0.76,0.76,0,0.76,Matches
Netherlands,Guus Til,MF,24,3,1,99,1.1,1,0,1,0,0,0,0,0.91,0,0.91,0.91,0.91,Matches
Netherlands,Marten de Roon,MF,30,3,1,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Jasper Cillessen,GK,32,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Tyrell Malacia,DF,22,1,1,90,1,0,1,0,0,0,0,0,0,1,1,0,1,Matches
Netherlands,Jurrien Timber,DF,20,1,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Kenny Tete,GK,26,1,1,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Ryan Gravenberch,MF,19,6,0,128,1.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Netherlands,Teun Koopmeiners,"DF,MF",23,2,0,70,0.8,0,1,0,0,0,0,0,0,1.29,1.29,0,1.29,Matches
Netherlands,Wout Weghorst,FW,29,2,0,46,0.5,0,1,0,0,0,0,0,0,1.96,1.96,0,1.96,Matches
Netherlands,Donny van de Beek,MF,24,2,0,27,0.3,1,0,1,0,0,0,0,3.33,0,3.33,3.33,3.33,Matches
Netherlands,Ryan Babel,"FW,MF",35,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Devyne Rensch,DF,19,1,0,20,0.2,0,2,0,0,0,0,0,0,9,9,0,9,Matches
Netherlands,Calvin Stengs,"FW,MF",23,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Patrick van Aanholt,DF,31,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Nathan Aké,"DF,MF",26,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Netherlands,Squad Total,,27.5,10,110,900,10,33,25,29,4,6,13,0,3.3,2.5,5.8,2.9,5.4,
Netherlands,Opponent Total,,27.4,10,110,900,10,8,5,7,1,1,26,1,0.8,0.5,1.3,0.7,1.2,
Poland,Wojciech Szczęsny,GK,31,10,10,855,9.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Poland,Robert Lewandowski,FW,33,9,9,712,7.9,9,4,8,1,1,1,0,1.14,0.51,1.64,1.01,1.52,Matches
Poland,Jakub Moder,MF,22,9,8,578,6.4,1,0,1,0,0,1,0,0.16,0,0.16,0.16,0.16,Matches
Poland,Kamil Glik,DF,33,8,7,652,7.2,0,1,0,0,0,1,0,0,0.14,0.14,0,0.14,Matches
Poland,Jan Bednarek,DF,25,7,7,629,7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Poland,Grzegorz Krychowiak,MF,32,8,7,624,6.9,1,1,1,0,0,2,0,0.14,0.14,0.29,0.14,0.29,Matches
Poland,Piotr Zieliński,"MF,FW",27,7,6,555,6.2,1,2,1,0,0,0,0,0.16,0.32,0.49,0.16,0.49,Matches
Poland,Bartosz Bereszyński,"DF,MF",29,8,6,477,5.3,0,1,0,0,0,1,0,0,0.19,0.19,0,0.19,Matches
Poland,Kamil Jóźwiak,MF,23,8,5,533,5.9,2,2,2,0,0,0,0,0.34,0.34,0.68,0.34,0.68,Matches
Poland,Karol Świderski,FW,25,9,4,396,4.4,5,1,5,0,0,1,0,1.14,0.23,1.36,1.14,1.36,Matches
Poland,Karol Linetty,MF,26,6,4,380,4.2,2,1,2,0,0,2,0,0.47,0.24,0.71,0.47,0.71,Matches
Poland,Maciej Rybus,"DF,MF",32,6,4,337,3.7,0,1,0,0,0,0,0,0,0.27,0.27,0,0.27,Matches
Poland,Tymoteusz Puchacz,DF,23,5,4,325,3.6,0,1,0,0,0,3,0,0,0.28,0.28,0,0.28,Matches
Poland,Michał Helik,DF,26,6,4,302,3.4,0,2,0,0,0,1,0,0,0.6,0.6,0,0.6,Matches
Poland,Paweł Dawidowicz,DF,26,5,3,360,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Poland,Krzysztof Piątek,FW,26,6,3,333,3.7,2,0,2,0,0,0,0,0.54,0,0.54,0.54,0.54,Matches
Poland,Arkadiusz Milik,FW,27,5,3,289,3.2,1,1,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,Matches
Poland,Adam Buksa,FW,25,6,3,278,3.1,5,0,5,0,0,1,0,1.62,0,1.62,1.62,1.62,Matches
Poland,Tomasz Kędziora,DF,27,3,3,270,3,1,0,1,0,0,1,0,0.33,0,0.33,0.33,0.33,Matches
Poland,Przemysław Frankowski,MF,26,7,3,255,2.8,0,2,0,0,0,0,0,0,0.71,0.71,0,0.71,Matches
Poland,Mateusz Klich,MF,31,4,3,243,2.7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Poland,Kamil Piątkowski,DF,21,2,2,180,2,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,Matches
Poland,Matty Cash,MF,24,3,2,163,1.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Poland,Sebastian Szymański,MF,22,2,2,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Poland,Przemysław Płacheta,DF,23,3,1,129,1.4,0,1,0,0,0,0,0,0,0.7,0.7,0,0.7,Matches
Poland,Damian Szymański,MF,26,3,1,118,1.3,1,1,1,0,0,1,0,0.76,0.76,1.53,0.76,1.53,Matches
Poland,Kacper Kozłowski,MF,18,2,1,108,1.2,0,1,0,0,0,0,0,0,0.83,0.83,0,0.83,Matches
Poland,Krystian Bielik,DF,24,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Poland,Robert Gumny,DF,23,1,1,90,1,0,1,0,0,0,0,0,0,1,1,0,1,Matches
Poland,Jakub Kamiński,MF,19,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Poland,Arkadiusz Reca,DF,26,2,1,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Poland,Łukasz Fabiański,GK,36,1,1,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
